user,event
A2718796148,E1723821298
A2721011967,E1816813281
A2721011967,E1076364848
A2721011967,E3849306291
A2721011967,E2418142030
A2722906127,E952519340
A2722968909,E3536426515
A2723513568,E588161010
A2724319931,E1816813281
A2724319931,E1076364848
A2727221059,E1329920443
A2727600790,E3694172820
A2728047278,E1063306856
A2736679402,E3926022702
A2736679402,E4211366080
A2740017993,E4244421622
A2740017993,E2474982115
A2740017993,E2980258101
A2740017993,E955398943
A2740017993,E3835903600
A2744115938,E782683695
A2744115938,E1816813281
A2746088407,E3442103541
A2752875123,E2081217514
A2756550887,E1548058369
A2756550887,E2445964998
A2756550887,E212302062
A2756550887,E2528133963
A2756550887,E2729267396
A2756550887,E2642707561
A2756550887,E1465929077
A2756550887,E4238681272
A2756550887,E1714855985
A2756550887,E3048315473
A2756550887,E2993747793
A2756550887,E4105510328
A2756550887,E2583046456
A2756550887,E2548272502
A2756550887,E1716470668
A2756550887,E975577539
A2756550887,E810618772
A2756550887,E1902753965
A2756550887,E74304219
A2761832946,E3725816644
A2761872404,E3845010948
A2763959582,E1600413013
A2763959582,E955398943
A2763959582,E1044854627
A2763959582,E2142755647
A2764881224,E3221950950
A2766172404,E1766189272
A2766269208,E1385499500
A2766269208,E3131220093
A2766269208,E3980899956
A2766269208,E2354753475
A2766269208,E1750473893
A2768250886,E234206875
A2768250886,E591601593
A2768571751,E1570416070
A2771438232,E1144994044
A2771438232,E942844702
A2772609387,E2389263741
A2774351000,E2938749256
A2774351000,E505280997
A2774351000,E97217712
A2774351000,E3835917768
A2774351000,E2828969498
A2777195317,E1256569027
A2780094512,E1332759137
A2780094512,E2474879380
A2780094512,E2611704106
A2780094512,E1133385189
A2787327616,E3491186803
A2787637778,E952519340
A2787637778,E1076364848
A2787637778,E4244463632
A2787637778,E3103100779
A2787637778,E910169576
A2787637778,E1451401793
A2788859591,E2822187055
A2788859591,E2202597115
A2788859591,E2969244564
A2788859591,E3256009463
A2789486165,E2367733143
A2789880308,E2353627787
A2791232352,E3554433899
A2791418962,E907836813
A2791418962,E1811629670
A2791418962,E2153037761
A2791418962,E3797841998
A2791418962,E3327844721
A2791418962,E3378482079
A2791418962,E3961489941
A2791418962,E4223848259
A2791418962,E325043475
A2791418962,E125067550
A2792856754,E3565166403
A2792856754,E52246840
A2793393083,E1620441934
A2793393083,E1212947698
A2794470551,E2324380948
A2796038131,E3761092488
A2803741841,E199858305
A2803741841,E2776566965
A2803741841,E1832462541
A2804635189,E4153011100
A2805293886,E952519340
A2807567247,E3621854275
A2810188071,E2498491194
A2813753172,E2713568375
A2815688436,E2266281591
A2815688436,E1673895160
A2815688436,E1370244570
A2815688436,E2603184455
A2817061625,E98978060
A2817061625,E1448086840
A2817061625,E780696608
A2818464367,E152418051
A2818464367,E929107951
A2822972903,E4224238432
A2822972903,E1400747329
A2823307221,E2970567256
A2823307221,E1374950994
A2824647204,E3445542629
A2827067982,E4198728308
A2833011810,E2345395514
A2834313805,E1600455011
A2834313805,E1473407301
A2835299246,E1448086840
A2836886911,E1647631096
A2836886911,E2776357538
A2837984655,E1236456605
A2837984655,E1864837767
A2837984655,E2814849271
A2837984655,E880504585
A2837984655,E2732029489
A2837984655,E2887039266
A2838808644,E1426337764
A2841225823,E406293968
A2842187594,E2149464820
A2842187594,E1076364848
A2842187594,E1203717384
A2842187594,E952519340
A2842951963,E3991693053
A2842951963,E739813844
A2844491503,E259779482
A2845673972,E3158757965
A2848481402,E3154515824
A2848481402,E292032212
A2848481402,E3629151953
A2848481402,E2789627652
A2849010050,E1169494077
A2849010050,E3637506678
A2849010050,E2846542700
A2849010050,E730694855
A2849010050,E3058109340
A2852759815,E3972013386
A2855659739,E955398943
A2855659739,E1611840162
A2855659739,E1532377761
A2855659739,E2529072432
A2855659739,E1390707377
A2855659739,E3953952340
A2855659739,E3551855555
A2856937853,E2378391360
A2856945250,E3404168093
A2858284447,E2826099971
A2858284447,E4033406811
A2858284447,E399364804
A2858760089,E864823067
A2860912043,E1218522841
A2862718608,E25800108
A2863143805,E4232519602
A2864836500,E3612228026
A2864899561,E96890078
A2864941156,E245424953
A2874765790,E1816813281
A2877985693,E221202458
A2877985693,E2345254596
A2878084097,E4008908259
A2879905973,E2422810156
A2883315236,E939765972
A2884249863,E2529072432
A2884249863,E268203907
A2885761776,E18690082
A2885761776,E111865818
A2885761776,E1066010345
A2885761776,E1193557066
A2885761776,E3676123091
A2885761776,E3407521586
A2885761776,E1348764141
A2888420415,E2466666653
A2889282959,E152418051
A2889282959,E2577118609
A2890295436,E1273761447
A2890295436,E889355158
A2890467561,E445373500
A2890467561,E3735036412
A2890467561,E2860418664
A2892947506,E1361307272
A2893327845,E1076364848
A2895220130,E4240521992
A2895220130,E1880608957
A2895220130,E3145096544
A2902208687,E2760644804
A2902208687,E3982727529
A2902208687,E2153037761
A2902208687,E2085386112
A2903662804,E2138363616
A2903662804,E1207717800
A2903662804,E3076752265
A2903662804,E2478234598
A2903662804,E72576587
A2903662804,E3677554347
A2903662804,E2219009935
A2903662804,E2862031808
A2903662804,E372148582
A2903662804,E1074416596
A2903662804,E3496461395
A2903662804,E2796594102
A2903662804,E1074735574
A2903662804,E1977475739
A2903662804,E3669299967
A2903662804,E3576424973
A2903662804,E344410172
A2912946138,E2345215183
A2914443596,E3596836719
A2914443596,E2284410316
A2916559717,E3858621747
A2916716118,E1341096506
A2919431452,E626503343
A2919431452,E1510219719
A2920617215,E582287969
A2921156307,E1781691537
A2921156307,E1377112530
A2921156307,E3508322706
A2921156307,E1167497006
A2921156307,E633397465
A2921156307,E2030801280
A2925400415,E955398943
A2928822295,E383607907
A2928822295,E4203627753
A2928822295,E2168553474
A2928822295,E4125420656
A2931803878,E1438413864
A2932861723,E3217855831
A2933561364,E4125420656
A2936209614,E1133385189
A2936324533,E323858975
A2936324533,E2952934281
A2937013787,E595118544
A2937549539,E3108893200
A2939775948,E2988656322
A2939775948,E445373500
A2940390801,E3003433560
A2940390801,E937969852
A2940390801,E4364520
A2940390801,E241344738
A2940390801,E1802524531
A2940390801,E1670889080
A2940390801,E1550049026
A2940917694,E3921048124
A2940917694,E3485089810
A2940917694,E1841768927
A2941044791,E725340715
A2944246732,E1816813281
A2945726385,E4010518120
A2946269473,E1329734614
A2946269473,E999921036
A2946269473,E4145779864
A2946269473,E2358288123
A2949537983,E487242141
A2949537983,E39798051
A2949537983,E4053437619
A2949537983,E932459990
A2949876199,E1600413013
A2949876199,E955398943
A2954668845,E1536770720
A2954864792,E1656749821
A2954864792,E2519019736
A2954864792,E3365983510
A2954864792,E1831967705
A2954864792,E3706170359
A2954864792,E3417632652
A2954864792,E3120537018
A2954864792,E1928569785
A2954864792,E174289497
A2957852218,E2814929505
A2962003608,E2358951559
A2962659545,E2402634095
A2962725194,E1076364848
A2962725194,E952519340
A2963121670,E559618821
A2971846635,E3413747696
A2971889961,E1361307272
A2971889961,E3429508261
A2971889961,E771676713
A2975026524,E3216854901
A2978622176,E2577118609
A2978622176,E3841472085
A2979487597,E3658725634
A2980440229,E2418142030
A2981133909,E2327229116
A2984260178,E3123256869
A2984260178,E821546192
A2984260178,E3617812300
A2985391759,E2221249291
A2985391759,E3039309993
A2985391759,E2622473733
A2985391759,E3102683928
A2985391759,E3448037031
A2985391759,E3381455240
A2985391759,E4194031651
A2985391759,E1773358985
A2987144847,E1488068589
A2989025224,E955398943
A2989025224,E1600413013
A2989025224,E3735036412
A2990855864,E2153037761
A2993320562,E1390707377
A2995967526,E1079899197
A3001870892,E910169576
A3001870892,E952519340
A3001870892,E2498491194
A3004312073,E3340530619
A3004312073,E2488253729
A3005728385,E641450470
A3009580143,E3919218328
A3009580143,E3662375994
A3009580143,E2563334043
A3009580143,E2922291236
A3021174039,E1422569345
A3021411633,E1241270051
A3031242464,E899234866
A3033728418,E1600413013
A3035544663,E2980213396
A3035853030,E1849550758
A3035907343,E590998091
A3035907343,E2992914551
A3036141956,E3388135408
A3037654114,E2153037761
A3037654114,E4289284578
A3037654114,E1287884858
A3037654114,E2115491671
A3038024163,E4058829330
A3038024163,E2942609119
A3038024163,E1966347593
A3038024163,E27702695
A3038024163,E1623900702
A3038024163,E2912359758
A3039417842,E1633364082
A3039417842,E4235863537
A3041198590,E955398943
A3041198590,E1532377761
A3041705231,E2251883371
A3042360462,E1906297840
A3042642967,E771676713
A3043278753,E2529072432
A3043278753,E719337372
A3043291654,E821546192
A3044183470,E3228219206
A3052191172,E3609305791
A3052673147,E2612574414
A3053992683,E3491268592
A3054205479,E2611146411
A3054205479,E3462134235
A3061307316,E2415873572
A3061307316,E495087397
A3064452030,E3636792221
A3064452030,E2853884485
A3065586006,E2690339923
A3069569833,E3669299967
A3071093998,E1438024794
A3071252660,E889795193
A3071252660,E4197279783
A3071657222,E2592001236
A3071657222,E3434315649
A3071657222,E4047087562
A3074133478,E3849306291
A3074133478,E1076364848
A3074133478,E952519340
A3076967009,E1448086840
A3078024483,E3753704467
A3080858756,E4232519602
A3084096535,E290357106
A3089564924,E2630656108
A3091527231,E2010172644
A3093978794,E799782433
A3095718598,E1757688444
A3095718598,E1666413374
A3096870348,E810618772
A3096870348,E1465929077
A3096870348,E1548058369
A3096946503,E1761472129
A3098511794,E274750357
A3098511794,E1361307272
A3102217094,E3649098551
A3104132371,E2079614127
A3104132371,E197942693
A3104132371,E2363192851
A3104132371,E3388395910
A3104132371,E2839246665
A3104132371,E1688286558
A3104132371,E3869571263
A3104132371,E427802891
A3104132371,E1363619788
A3104132371,E811590455
A3108358241,E1001013482
A3108358241,E835154923
A3108358241,E3105194818
A3108480638,E1686028847
A3108480638,E633659090
A3108480638,E196335814
A3108480638,E608092517
A3108480638,E3554433899
A3109949526,E1570124449
A3115928657,E1844176380
A3117046697,E2073609284
A3118355226,E2258490433
A3118938050,E3514254161
A3118938050,E862976415
A3122183291,E2115491671
A3122564522,E1370244570
A3122564522,E850767885
A3123500032,E36941495
A3123712598,E1076364848
A3123712598,E1203717384
A3131909049,E3118576636
A3131909049,E2798291665
A3131909049,E1852872937
A3138635490,E875529449
A3142327997,E2880529865
A3145229913,E1532377761
A3145229913,E1367257694
A3145229913,E955398943
A3147626282,E3751969407
A3147626282,E96208546
A3147626282,E1146909088
A3147653776,E2498491194
A3147653776,E1076364848
A3148555709,E1577350274
A3151272434,E955398943
A3153655575,E907302600
A3153655575,E633659090
A3155504635,E361766238
A3157328676,E739733335
A3157328676,E703370904
A3162849104,E3462111166
A3165928866,E645163767
A3166414361,E719337372
A3166414361,E1332759137
A3167658465,E3268675447
A3167658465,E542538548
A3167658465,E843844488
A3169024744,E1464985006
A3169024744,E1876951633
A3172189947,E771676713
A3172450732,E955398943
A3175354507,E3430526226
A3175354507,E1296306586
A3175354507,E955398943
A3175354507,E2417342451
A3176074542,E3459485614
A3178723259,E297856962
A3178723259,E1384103878
A3178723259,E776090102
A3180412264,E1634579219
A3180412264,E3831661369
A3180412264,E1908645599
A3180412264,E3459029391
A3182595870,E479759317
A3183278547,E87840033
A3186268838,E1448086840
A3186268838,E98978060
A3186268838,E3462111166
A3186577794,E1114350408
A3187292148,E1704179171
A3188496109,E1095099424
A3191212256,E1465929077
A3191212256,E2621315686
A3191212256,E1269035551
A3191212256,E1716470668
A3191212256,E1429589754
A3191592351,E155693996
A3193697919,E1209261531
A3193929919,E2569196977
A3194014105,E2529072432
A3196759129,E2457475836
A3198504537,E4283791779
A3198504537,E3830416827
A3198801990,E4038462730
A3198823658,E1076364848
A3199368063,E641977154
A3199368063,E3290701166
A3200119975,E2981329075
A3200119975,E2453993629
A3200119975,E1382852410
A3200119975,E4213945358
A3205053921,E986099040
A3205053921,E3655295959
A3205053921,E2763790767
A3208908819,E2700628625
A3208908819,E2621503414
A3210206992,E2148387768
A3210719423,E1063146252
A3210947692,E2828969498
A3220398573,E3584210334
A3221482892,E3400311907
A3221698850,E3654485924
A3222079869,E409699023
A3223036396,E2264041858
A3224203982,E645163767
A3227661980,E2413506174
A3227661980,E4083994402
A3227661980,E2621503414
A3227661980,E4158859973
A3228579807,E867270421
A3231004341,E771676713
A3231004341,E1361307272
A3231004341,E633659090
A3231004341,E2133183406
A3231004341,E2130616732
A3235544076,E4215686475
A3235544076,E3130073482
A3236041774,E2304192929
A3239836164,E633659090
A3239836164,E1600413013
A3239836164,E2133183406
A3239836164,E1361307272
A3239836164,E2529072432
A3239836164,E907302600
A3239836164,E771676713
A3239836164,E2938463739
A3240337776,E3339191264
A3240337776,E1640004842
A3242215738,E843844488
A3244067756,E1522480247
A3245391379,E1977169313
A3245671824,E4116657168
A3245671824,E1897311308
A3251568850,E3282344594
A3251840412,E2821117540
A3252326922,E3275948662
A3253486500,E1985822680
A3253822509,E1329440639
A3253822509,E2308433116
A3256961152,E2498491194
A3257224121,E602394192
A3258220935,E2153037761
A3258220935,E3221950950
A3258281955,E1620441934
A3258281955,E939291841
A3258281955,E2130616732
A3258281955,E48810467
A3258281955,E1212947698
A3258281955,E3047285147
A3258281955,E1488068589
A3258281955,E1133385189
A3261632504,E2905904014
A3261632504,E3901918595
A3261647162,E955398943
A3261647162,E2643833505
A3261647162,E2130616732
A3261647162,E633659090
A3261647162,E907302600
A3261647162,E2529072432
A3261647162,E3434717258
A3269471699,E2867836267
A3272389348,E3098644886
A3272389348,E977021682
A3272389348,E1812831522
A3272389348,E4279704370
A3276463946,E1532377761
A3276463946,E955398943
A3276463946,E73460149
A3276463946,E2529072432
A3278092752,E1574620718
A3278092752,E658704674
A3279061945,E3083345340
A3279257076,E955398943
A3279257076,E2529072432
A3279257076,E1532377761
A3279257076,E1390707377
A3279316025,E364572656
A3282509573,E952519340
A3282950773,E955398943
A3285425249,E1548754507
A3285425249,E1738134091
A3285425249,E1921275
A3285425249,E1226009206
A3285425249,E2156780216
A3285425249,E3162919464
A3285425249,E2271782630
A3286878858,E1131747253
A3287429621,E44096506
A3287429621,E3456913086
A3287429621,E1615467054
A3289417890,E284888222
A3289417890,E1359749784
A3290663177,E2867164384
A3290663177,E3275248026
A3290663177,E1892861718
A3290663177,E861118590
A3291092348,E952519340
A3292395061,E1076364848
A3292982761,E2180806657
A3294080054,E740269154
A3294080054,E152418051
A3294080054,E4125420656
A3297493554,E514880482
A3297493554,E844099567
A3297493554,E2843363655
A3298977709,E415121897
A3299137750,E2168565918
A3299137750,E3636357325
A3299562450,E561449801
A3299562450,E148481382
A3300092451,E510796094
A3300092451,E4227274972
A3300092451,E2372401889
A3308173668,E3264734489
A3310268237,E2498491194
A3310268237,E30179042
A3311830643,E1270020700
A3315282129,E3103100779
A3315282129,E1816813281
A3315282129,E4244463632
A3316008620,E1349521729
A3316008620,E4020623879
A3316715342,E3561205682
A3316715342,E399364804
A3316715342,E1120849582
A3316715342,E3046805064
A3316715342,E4050261217
A3316715342,E618783038
A3316715342,E1799014052
A3316715342,E2273085791
A3318646261,E2529072432
A3318646261,E719337372
A3318646261,E1784350323
A3325600533,E2512346948
A3325600533,E1922356255
A3325600533,E2789589094
A3325628838,E4242816413
A3325628838,E2115491671
A3326031604,E4244463632
A3330061773,E1993111201
A3330061773,E2683060847
A3330061773,E1730523109
A3330527170,E1436494650
A3330527170,E1838843061
A3330927216,E907302600
A3330927216,E2130616732
A3330927216,E633659090
A3333431092,E2002192497
A3336438888,E4005826846
A3336438888,E2201282509
A3336438888,E1009537353
A3338007773,E2413506174
A3338812734,E1557270795
A3338812734,E1946940334
A3348417635,E719337372
A3348417635,E2529072432
A3348417635,E2142755647
A3348417635,E1600413013
A3348417635,E955398943
A3350047181,E3618747219
A3350877536,E1395068547
A3350877536,E2065683170
A3350877536,E1280644689
A3350877536,E821546192
A3350877536,E1560093320
A3350877536,E1442934258
A3357589225,E862976415
A3357905099,E719337372
A3360609244,E1633278155
A3362701480,E2490233992
A3365349866,E1333552095
A3365349866,E336783397
A3365349866,E3135553288
A3365349866,E4193610911
A3365349866,E3519129293
A3365349866,E4162137499
A3365445357,E274750357
A3365642090,E2153037761
A3365642090,E2115491671
A3368369538,E278368455
A3368619983,E982259262
A3376988073,E955398943
A3376988073,E2529072432
A3376988073,E1532377761
A3376988073,E1390707377
A3376988073,E3300948291
A3377526627,E1332759137
A3378002804,E3269343017
A3378002804,E3905745730
A3383460510,E904836000
A3384563138,E702719295
A3388914512,E1758865602
A3388914512,E1999425207
A3388914512,E2984715670
A3388914512,E1337579906
A3388914512,E3726708134
A3389282421,E708384120
A3389282421,E2375496319
A3389773360,E602394192
A3389773360,E1569838328
A3389773360,E2133183406
A3390146258,E3925512770
A3390146258,E2570572563
A3390146258,E2385338568
A3391264132,E1076364848
A3394779937,E2372750027
A3394779937,E1996503357
A3395187066,E162042943
A3395257600,E98978060
A3395257600,E588161010
A3395257600,E4082601014
A3395257600,E2923175068
A3404441712,E1203717384
A3404441712,E2149464820
A3404441712,E1076364848
A3406326706,E1437150324
A3406326706,E3215236382
A3406478396,E1390707377
A3406478396,E863669353
A3406478396,E955398943
A3408163802,E1887243807
A3410532659,E4186712466
A3410667855,E3934491209
A3410667855,E530344370
A3415507920,E177193417
A3415673411,E312824157
A3415673411,E1391720875
A3415673411,E1112764536
A3415673411,E1777233160
A3418659271,E3545475739
A3419376657,E1011764733
A3421333729,E1190152428
A3422212913,E3251036208
A3424054391,E671500966
A3424054391,E2064772706
A3427056824,E1448086840
A3427263623,E4146552769
A3427391302,E1180929461
A3430986998,E1600413013
A3434508639,E955398943
A3435412352,E1878241082
A3436715440,E268203907
A3436715440,E955398943
A3436781566,E1240030681
A3442212683,E804619862
A3452705349,E858707451
A3453760477,E3518655503
A3453760477,E2471080346
A3456890538,E587628640
A3459927853,E3585709696
A3459927853,E1276897840
A3459927853,E2149464820
A3459927853,E1951611940
A3459927853,E1076364848
A3460014666,E1133385189
A3461518589,E3178572875
A3464554032,E2894128040
A3464554032,E889795193
A3464554032,E2258521927
A3464554032,E3180988532
A3464554032,E1270829015
A3464554032,E645163767
A3464554032,E2777472459
A3464961116,E1281417389
A3464961116,E76912742
A3466521212,E769827874
A3466521212,E1066443589
A3467140948,E2680546784
A3467219840,E675888033
A3467307298,E1591026841
A3469589500,E955398943
A3469589500,E2529072432
A3471761709,E1892018889
A3474900298,E2839635887
A3475233110,E1574913732
A3477857993,E3777549242
A3477857993,E3212455030
A3480044787,E1555104795
A3481743878,E2584113432
A3484099744,E3434354867
A3486057072,E2223651182
A3486057072,E1168483619
A3486057072,E767782490
A3486057072,E1498441841
A3486057072,E1785099143
A3486057072,E3526965347
A3486057072,E2626154283
A3486057072,E2569103422
A3486057072,E1474416640
A3486057072,E1471140446
A3486057072,E2921824776
A3488485988,E645163767
A3488552280,E3256009463
A3488552280,E1241270051
A3492585943,E2575303578
A3500240032,E1816813281
A3500240032,E952519340
A3500240032,E1844176380
A3502990892,E952519340
A3502990892,E1816813281
A3502990892,E3103100779
A3504006486,E4285356922
A3504868122,E2529072432
A3504868122,E771676713
A3504868122,E955398943
A3504868122,E1361307272
A3504868122,E2643833505
A3504868122,E907302600
A3504868122,E898403969
A3505202339,E1205670273
A3505511916,E1451401793
A3505511916,E2498491194
A3507534894,E2167106569
A3507534894,E2326070806
A3507534894,E1876322819
A3508414044,E1761472129
A3508414044,E2181144698
A3511155378,E2529072432
A3511155378,E955398943
A3511417249,E1076364848
A3511417249,E2120604435
A3511417249,E2418142030
A3511417249,E3849306291
A3511417249,E364572656
A3513858183,E1816813281
A3514195773,E100417525
A3515391844,E2153037761
A3515391844,E1075469706
A3515391844,E2760644804
A3519657066,E3123256869
A3519657066,E40477420
A3519657066,E3617812300
A3519657066,E3601196821
A3519657066,E2215474035
A3519657066,E2262994085
A3519657066,E2764233627
A3519657066,E1508750870
A3519657066,E3465774683
A3519657066,E356665825
A3521411736,E1151525474
A3525941406,E98657663
A3525941406,E604051211
A3527940337,E4192982636
A3527940337,E955398943
A3527940337,E1600413013
A3530946278,E1212947698
A3531604778,E3044687724
A3531604778,E1333577658
A3531604778,E2584839423
A3531604778,E1341096506
A3535608264,E1494513322
A3535608264,E228340462
A3536031836,E3434717258
A3548214416,E635799819
A3548214416,E2788558897
A3548820422,E2345709954
A3554343061,E1776393554
A3554343310,E2153037761
A3554586211,E1189597031
A3555067038,E2556823820
A3555641932,E152418051
A3556981605,E1076364848
A3556981605,E952519340
A3563882371,E2181644863
A3565456636,E2286155514
A3567042309,E1205670273
A3567042309,E2626540872
A3570943696,E4144974981
A3573650571,E3425809914
A3573906831,E1203717384
A3573906831,E3849306291
A3573906831,E952519340
A3573906831,E3776957253
A3577629547,E695149490
A3577629547,E955398943
A3587335204,E486391067
A3587335204,E3399301092
A3591151863,E3023628065
A3591151863,E393394477
A3591151863,E485696274
A3591151863,E284203489
A3591151863,E1499252056
A3592311259,E1159050153
A3592311259,E1721071411
A3592311259,E861861106
A3593927263,E2982493746
A3594731327,E3703162437
A3594731327,E1448086840
A3594731327,E915403718
A3594731327,E1195636083
A3594879390,E1170338316
A3597496510,E684645873
A3597496510,E4040837426
A3597496510,E1645469702
A3598524699,E3327259603
A3598524699,E3386643665
A3598524699,E52639264
A3598881287,E3673627695
A3598881287,E3701547443
A3600455391,E4014449816
A3601021922,E1718632192
A3601181201,E1133385189
A3601181201,E1280177873
A3601181201,E732997628
A3601181201,E1068825763
A3601181201,E843570927
A3601181201,E353933726
A3611774179,E218221722
A3613178093,E335009647
A3613178093,E3463808524
A3613178093,E2307150378
A3613178093,E179926081
A3614158257,E175229279
A3614158257,E1133147752
A3614158257,E3463879879
A3614158257,E2551881360
A3614158257,E1876951633
A3614158257,E3934491209
A3614158257,E955398943
A3614812788,E3541811987
A3614812788,E1441681484
A3614812788,E3840231238
A3616389778,E2105083541
A3616389778,E3074569974
A3616798795,E1088281873
A3616798795,E1747322974
A3617843828,E2815362044
A3617843828,E1076364848
A3617843828,E952519340
A3617843828,E3849306291
A3621549603,E4091610635
A3621549603,E848453528
A3622262372,E719337372
A3625917937,E1133385189
A3626676306,E952519340
A3626676306,E1451401793
A3626676306,E2498491194
A3626957091,E293516808
A3627421819,E2581737850
A3627421819,E1638549173
A3628146836,E2259759203
A3628146836,E2141807420
A3631889944,E2643833505
A3631889944,E2130616732
A3633091100,E3396588531
A3635047946,E1177054501
A3641159022,E2679521343
A3642118045,E268816201
A3642118045,E3099140003
A3642118045,E150733034
A3643380555,E2153037761
A3646961870,E392004313
A3647725503,E861118590
A3654861045,E1106186184
A3654861045,E1516467554
A3657335672,E3425809914
A3657701087,E4273083332
A3663559651,E1343180750
A3663559651,E3108893200
A3663573906,E3244133531
A3668457471,E1147733770
A3668457471,E2456081670
A3669048335,E955398943
A3669515588,E2529072432
A3669633546,E3188133088
A3670434254,E1183719416
A3674200063,E986099040
A3676872343,E622003251
A3680140922,E3514254161
A3680318580,E3929337192
A3681459280,E1816813281
A3681459280,E1076364848
A3685921102,E966971643
A3686871863,E1810281079
A3691949299,E2263960915
A3693095617,E3118576636
A3695179498,E775225827
A3697489067,E1811836231
A3697489067,E2860418664
A3697489067,E2529072432
A3697489067,E3735036412
A3697489067,E1600413013
A3697799491,E3583375355
A3699893563,E2133183406
A3702967330,E3856867491
A3705805946,E3247396557
A3709066919,E1549252317
A3709066919,E2507275690
A3709066919,E3802870894
A3711334312,E1775237825
A3715196259,E2363351901
A3715196259,E2979855962
A3715196259,E2573518736
A3715196259,E241689075
A3715196259,E2450679563
A3719137321,E454129950
A3719575513,E1829625839
A3721561384,E290357106
A3721561384,E3118576636
A3723896394,E719337372
A3723896394,E2529072432
A3723896394,E1600413013
A3723896394,E1205670273
A3724535659,E2451246186
A3724535659,E1832065589
A3724535659,E1095099424
A3725766398,E2689458299
A3726154528,E3982608480
A3726154528,E1148012652
A3732091250,E3863879024
A3732091250,E2719491342
A3732091250,E2652552299
A3734794530,E1798929494
A3739086221,E3630396793
A3739086221,E263677106
A3742693550,E837951321
A3742693550,E2340432094
A3751606951,E685891414
A3751606951,E1147324673
A3751635372,E2529072432
A3751635372,E1532377761
A3751635372,E955398943
A3751635372,E1390707377
A3751635372,E719337372
A3752474458,E1560461306
A3757671214,E2825861055
A3757971767,E861118590
A3758003912,E951253136
A3761442030,E2286155514
A3761442030,E1548928340
A3761533297,E3681696850
A3765981467,E935931560
A3765981467,E3867828546
A3765981467,E743352835
A3766417922,E2241772502
A3766417922,E434335182
A3766417922,E2544663839
A3770864710,E740269154
A3770864710,E4125420656
A3771702031,E4265893001
A3773947618,E939765972
A3775078143,E2689439975
A3778197718,E2834790159
A3779883288,E3302719635
A3780551356,E312946086
A3780551356,E1723264491
A3784315595,E3413747696
A3787931088,E228340462
A3788009173,E4089322861
A3791414763,E2418142030
A3793249811,E2527390511
A3793249811,E1466995652
A3793812304,E1943255162
A3793812304,E2688888297
A3793812304,E1794486525
A3793812304,E3300948291
A3793812304,E1044854627
A3793812304,E1390707377
A3793812304,E986099040
A3793812304,E1611840162
A3793812304,E1532377761
A3798379681,E460112184
A3798379681,E1900273727
A3798379681,E2842298652
A3799386472,E4260493070
A3799854455,E797638314
A3799854455,E2039358442
A3803199563,E3251813967
A3803479601,E861118590
A3803479601,E955398943
A3804509987,E726501150
A3810123859,E1205670273
A3811264923,E1532377761
A3811264923,E1600413013
A3811264923,E2529072432
A3811264923,E955398943
A3811264923,E1390707377
A3813354209,E3843631351
A3813354209,E4064214056
A3813354209,E4171800062
A3814621161,E2153037761
A3814621161,E2115491671
A3815063730,E1667438718
A3815063730,E1764873344
A3815063730,E2163214170
A3815063730,E2456081670
A3816191065,E4270106183
A3818876690,E1392829984
A3818890017,E3272491346
A3818890017,E101598631
A3818890017,E556895940
A3818890017,E241839498
A3818890017,E2427137736
A3818890017,E3617481257
A3820521570,E1942474082
A3820521570,E585557076
A3820521570,E4228034043
A3820521570,E1088305818
A3820521570,E485105270
A3822987687,E1076364848
A3823320698,E782683695
A3826739942,E1076364848
A3828329584,E2791173792
A3828329584,E3382830293
A3833425001,E3367271873
A3833425001,E2400372017
A3833425001,E3650969064
A3833425001,E2352794406
A3833425001,E1912632087
A3833425001,E2644045385
A3833491880,E1370824124
A3833637800,E1431441098
A3833637800,E1741634425
A3833637800,E1114350408
A3833637800,E3685139016
A3833637800,E1332759137
A3834655845,E3647265906
A3834655845,E3954561766
A3834655845,E3971390766
A3834655845,E1929873511
A3834655845,E1053235337
A3834655845,E3512026987
A3834655845,E3951671760
A3834655845,E1389928885
A3834655845,E107443528
A3834655845,E2611379231
A3835637004,E3993564604
A3835637004,E108743814
A3835637004,E1525583872
A3835637004,E3890693055
A3835637004,E1501858181
A3835637004,E1329447487
A3835637004,E2656631876
A3835637004,E3656509214
A3835637004,E168005957
A3835637004,E388159206
A3835637004,E4004124974
A3838242688,E2418142030
A3838242688,E1816813281
A3838242688,E3849306291
A3838242688,E1203717384
A3838242688,E952519340
A3838242688,E1076364848
A3838242688,E3103100779
A3838242688,E782683695
A3839562998,E582001462
A3839562998,E1448086840
A3841001673,E3949611603
A3841524478,E1600413013
A3841524478,E771676713
A3841524478,E2133183406
A3841524478,E907302600
A3841524478,E4058794884
A3841682652,E2824096896
A3841682652,E1179584066
A3842862938,E524127618
A3842862938,E1856036186
A3842862938,E982792426
A3843287866,E2776357538
A3843287866,E667779361
A3843287866,E4268654829
A3843287866,E3565166403
A3843287866,E153565237
A3843287866,E1360334065
A3848620961,E1076364848
A3848620961,E3776957253
A3848620961,E1816813281
A3848620961,E4281214635
A3848620961,E952519340
A3850128249,E4114296702
A3851487388,E2059769837
A3861090052,E955398943
A3861589862,E951441070
A3863123259,E2019748690
A3863123259,E13857128
A3865016311,E159812477
A3866177358,E591904611
A3866177358,E2270126516
A3866909611,E3583652288
A3867241412,E3480624055
A3870800241,E2173367744
A3870800241,E3548520578
A3870800241,E3069899537
A3877440809,E3643004825
